,file_name,truth,height,width
130,IpjdS2lv5L.png,Convolutional,91,414
131,cdJiyVBZwp.png,...,464,783
132,2vYVJMZHSR.png,should,124,239
133,Fozt7WVNrl.png,reduce,93,322
134,8XmCwgVvqG.png,different,110,371
135,6E7enAPf2s.png,data,81,203
136,OZJH7TSrvW.png,you,118,144
137,rYYBXu9lwi.png,weight),146,353
138,GO3yR8z6UJ.png,to,79,131
139,7yFAeLvqhO.png,the,68,159
140,b4uVX0m9Uw.png,autocorrect,89,444
141,8kaMIGaWIZ.png,DBM,110,206
142,e7RHvbKiUQ.png,later.,94,304
143,0xQMvioR8Q.png,of,132,117
144,cvXpaGLUF3.png,perplexity,121,428
145,TwCbnfepRi.png,on,56,123
146,uICvtYux2b.png,finding,184,359
147,K9xEbSxrR5.png,what,131,234
148,pNiyZZ8kRS.png,into,95,205
149,hcRvWuxmT9.png,lines,97,198
150,9DPBtmO1u6.png,pattern,97,285
151,e8ZlQyLyj5.png,a,80,100
152,PNVMxEJsWY.png,new,73,186
153,g35XXCQG4L.png,usually,136,308
154,mYQtiIhXih.png,This,124,225
155,J3hwZp0PjS.png,stored,84,196
156,SARNuHX2kt.png,...,129,134
157,VdbC8DW28w.png,like,92,165
158,lEvbcLmO8s.png,the,108,203
159,Air4rAWOlz.png,is,99,115
160,RIBKSBcNAb.png,for,145,145
161,rU7UID1Wud.png,How,95,174
162,w1ozyKakmZ.png,higher,131,242
163,0RuyYzJafA.png,representation,95,474
164,OG8qMzCUhg.png,logistic,112,319
165,gAF6C5qR2I.png,Building,189,400
166,wlL5R6I7K1.png,draw,68,234
167,tY9HGhhbiO.png,shapes,138,255
168,0oHmvgKpc8.png,gate,114,193
169,ZX67jxpE3C.png,Read,104,211
170,0fhKirrYrw.png,of,150,87
171,RFvpOHB0SR.png,against,147,348
172,D2uIcgVUYy.png,of,162,88
173,ZWP80QZ2ju.png,sequence,117,418
174,C0lwhGWnhX.png,of,135,100
175,n7MDsJJwT8.png,this,80,146
176,rU4hGxzfyw.png,data,80,173
177,UNXe9YZtCT.png,"them,",100,238
178,2swJ1L66wP.png,LSTM,106,276
179,EWwaeDvFZo.png,cat,78,174
180,4arhhEIe25.png,and,75,164
181,Dgt5KY6z3f.png,way,113,162
182,k18VxopBiS.png,and,86,138
183,utK4VCe7ZR.png,nuance,67,320
184,KoFC5xKZSu.png,the,81,135
185,VSYkuJ49cq.png,data,83,191
186,bO1ssqzTrs.png,different,106,282
187,Pw5bwhUDNI.png,will,81,172
188,MN14Wv2hGT.png,the,80,142
189,1pxqcYNWiF.png,expensive,115,393
190,DOHygazFIO.png,cannot,82,257
191,snk5Csbw3D.png,makes.,89,270
192,FiXT6Pcq8w.png,you,88,170
193,R4glejiiU8.png,will,91,240
194,wXH4zExQph.png,instead,97,361
195,gIBBw8wR7M.png,network,91,369
196,5HF3cfu37g.png,for,128,106
197,jDCbsRTmAt.png,plans,118,202
198,L1F3qsKZWU.png,Long,177,185
199,hobMjauALs.png,May,136,174
200,CfNyogBsst.png,code,103,237
201,mtRzLWWvlo.png,I,86,85
202,7ABBHYoecM.png,images,134,300
203,MsgFOOvdX4.png,windows,89,243
204,VHo5kCOMxm.png,padding,126,415
205,PPRSrkxf9K.png,For,120,173
206,DYryFSuUku.png,to,82,98
207,98lOHs7EHm.png,is,63,92
208,Jfrr7VgdkV.png,needs,68,227
209,lWYhPfLIqt.png,it,95,97
210,A4ujRAi6ab.png,object,148,252
211,FLiIoCU3be.png,of,166,99
212,SdYGQRGfbb.png,think,108,234
213,M6ANUhIf8k.png,in,113,157
214,zr5YPllJn4.png,keep gate,114,416
215,UwhIVL1Up7.png,...,72,210
216,Gt9znEYjPI.png,the,90,152
217,WgP068s3ri.png,actually,119,342
218,P2HRlFii5j.png,classes.,87,258
219,Mmaq5LPWv6.png,uses,58,187
220,jDpVIu3gEG.png,fairly,165,253
221,wTTd3f2zWz.png,in,89,131
222,iHAWLah9r9.png,one,61,154
223,9H6pBx3IU7.png,feed,158,177
224,6fq1fvlkPV.png,speech,123,295
225,a28aOkikqL.png,has,102,189
226,Kwjq1M6T9k.png,the,82,154
227,PNChcw6JK6.png,allow,98,268
228,rBVvjU0drY.png,...,2,80
229,uu1RqHi9gJ.png,seems,104,261
230,VxRHGBG2lp.png,Must,96,197
231,Ac7w6UWpf7.png,best,94,174
232,nCI7M3WUyv.png,kernels,107,314
233,gTL8ChvfFG.png,the,108,165
234,nl8DCqKoU0.png,Lab,105,158
235,ieAQdwQhHC.png,given,74,218
236,BEa3shbdFw.png,on,67,134
237,mI63j7bK1n.png,a,75,106
238,5AbilAE3ve.png,CNN,113,237
239,S6EX9jcbjX.png,probability,203,544
240,l5yjzX9C54.png,Requires,150,408
241,r75ZQyivKp.png,and,94,155
242,pMybOZOGWQ.png,of,121,115
243,wGm4kdzi0X.png,was,54,142
244,9aRj15A79S.png,Deep,95,133
245,1EMyfwIYS4.png,is,95,62
246,D6gFAUmDlV.png,step,120,211
247,7X47YGRKay.png,gates:,98,353
248,IaWNVhdqCp.png,context,102,388
249,PF1S6hao2k.png,out,75,165
250,VAFI4NQ2Ey.png,be,99,141
251,j2CJFg5jIN.png,find,147,189
252,K5zSeOMcQH.png,these,85,198
253,5ZseYYwuqb.png,Used,110,176
254,FtZ7fGr79c.png,is,90,95
255,wJpdjHeEzf.png,google,117,223
256,OrT2u7Y9ka.png,a,43,116
257,W7oDua1N4O.png,computationally,108,560
258,SEC0lCHstZ.png,to,85,125
259,YxPguw0opl.png,by,161,116
260,0K9mDCnRPa.png,to,91,121
261,hU0oanDP0O.png,whether,112,340
262,BlitCZJ1ZX.png,much,95,188
263,1kxwTNwaH8.png,of,149,109
264,EWdUc97ygu.png,decides,115,285
265,wd5Gklmkgt.png,the,95,194
266,RiWfg8UX5S.png,Cons,102,151
267,i4FU2V6eTe.png,I,88,119
268,Ny15jTO33Y.png,is,77,85
269,rFXtGiyDwC.png,used,80,191
270,TrCHHURDUz.png,"edges,",104,253
271,rgndvM0FcE.png,model,101,248
272,dUjy9F7ICm.png,lack,96,215
273,alHvHzKjUN.png,objext,125,219
274,7SbghRDG4f.png,what,91,216
275,uughcO0N1l.png,Input,109,260
276,j42CwwDiQz.png,cons,76,161
277,4ebKN4imPy.png,efficiency,129,443
278,EU3F7VQw5H.png,common,102,288
279,VAmacSiAjQ.png,to,82,180
280,s4ihCYnyXv.png,...,16,307
281,hH3w5y2Qrd.png,notebook.,92,338
282,YGk3xHAXdV.png,...,1,6
283,zjwGzEq2F0.png,for,129,180
284,0C20NIKz0S.png,we need,98,360
285,XjnzbeK9Kc.png,model,77,254
286,sHQAz7yCnq.png,RNN,116,265
287,nozOPqsCtw.png,next,83,256
288,zEnWyMMUaW.png,to,110,124
289,ubkyzRq7gB.png,Output,102,267
290,XdLdAbgObM.png,inputs,136,278
291,sHKdI4KAw8.png,sequential,144,438
292,rwWbXMYvku.png,features,130,322
293,N4GjPR1Hmj.png,transitional,110,418
294,MwEgUBXCIh.png,Low,108,182
295,OM7EhQtVPJ.png,the,69,166
296,6sH6ILfkUy.png,only,141,187
297,cWYAyUQM8x.png,speech,96,273
298,6z96xri9k9.png,the,106,175
299,20ZABRYJdM.png,networks.,98,347
300,wRYVaNCuZN.png,to,80,109
301,WYnpuLgLRY.png,perplecity,152,447
302,8bXfSzSURI.png,use,78,166
303,WPstAeNb85.png,augmentation,148,561
304,ZOB5hi9ypa.png,the,111,167
305,12Lg29fuzq.png,connected,99,304
306,Q6H2WHgNJF.png,filters,116,238
307,eZXDkSgr23.png,feed,129,207
308,6BAnDSm4IL.png,better,129,295
309,tesLFz5WlI.png,kernels,90,351
310,MNEBego26R.png,add,95,220
311,woY9hFKieo.png,word,101,239
312,Dh5uXncQ8P.png,Fully,160,194
313,oq3bNSmSjD.png,most,100,237
314,XHV9z7JrFr.png,vs.,55,104
315,IufsrVhWVq.png,...,1,1
316,BXwjguF6Vq.png,CNN,97,243
317,wjYkeo0Gjr.png,the,100,178
318,tNdjqV7kab.png,of,147,115
319,NB8MAU8PTU.png,can,90,173
320,TkSh6mwhQz.png,changes,150,300
321,L0HQ9lcFC2.png,be,71,118
322,ZEgzd4uolk.png,features,152,314
323,bIVabDgGXp.png,data,91,221
324,FbPNJSwOAg.png,translation,97,470
325,tySOT3BzPS.png,easy,87,236
326,ro4cBV5GCx.png,by,138,136
327,5XTkVlUqLW.png,function,147,326
328,6EPnAncsjr.png,to,104,145
329,Rmxf8oUUEP.png,extract,89,291
330,l6qI4Dcf7O.png,worthy,141,210
331,Apq9YOO2ef.png,handles,96,264
332,m5NKXTtO60.png,previous,97,324
333,ZYWT073H33.png,with,83,210
334,mCm51ykxNt.png,the,73,159
335,ODtHeb53OT.png,value,106,240
336,PimRDjfMRg.png,can,72,180
337,6ema7VUhVg.png,notes,96,204
338,UvTSOWK6vH.png,changing,170,309
339,HlrIxH1LiS.png,translation,106,354
340,ItlCgiEhbV.png,features,140,276
341,eyOc31pKzR.png,Networks:,80,340
342,oyy24KbRAE.png,assigns,84,301
343,aMYv8l84Vs.png,in,78,163
344,vYFA0YRPI0.png,it,102,102
345,KBO24sDy9u.png,gouge,99,241
346,iXNNQhAxB8.png,QC'd,88,152
347,ZCBecHFJIP.png,of,146,122
348,CsVBj9iZPq.png,recognition,163,396
349,OMgkYUwpBS.png,into,85,174
350,VT4dz4JNlh.png,neural,94,292
351,0PuWiPBCHU.png,the,98,136
352,x9br57svML.png,on,49,115
353,ID2q7GKuYc.png,give,101,161
354,5o4OI4KaLn.png,a,53,101
355,gig2lQaaak.png,this,92,177
356,H09d3OX1J0.png,Vanishing,139,385
357,msAmD9lcCP.png,predictions,88,479
358,94VYwojheA.png,classification,159,541
359,Ynlpf5gjgu.png,Layer,125,196
360,lDqg4EjmTh.png,follow,124,389
361,8N97DRHFYI.png,of,152,84
362,yywrvblzzQ.png,of,161,111
363,HaaW3olfts.png,Neural,76,296
364,Av8K44zq4i.png,Example,112,276
365,TQmJmZgqWP.png,network,121,345
366,HFhL4cFvNs.png,that,79,175
367,5OaMkiLLdo.png,for,127,151
368,B75eQEFLCk.png,to,75,107
369,fIbD4TseaT.png,need,89,195
370,YWQhjXGjxi.png,handled,120,326
371,oHhBxHfWn8.png,RNN Lab:,98,432
372,5x9dL3Tlbq.png,used,99,298
373,E7adjvshDA.png,a,54,82
374,dQNlNgFniz.png,Language,139,396
375,WA3RAVBwi4.png,to,85,107
376,sy1K53wbAz.png,be,96,128
377,EVyHpzbXzn.png,full,141,198
378,FMGSUqI5tB.png,them.,94,269
379,dctxfDywLa.png,RNN,112,291
380,Rmx3pjItUK.png,because,101,300
381,7gKc9rXz0H.png,glass,108,196
382,YNDeAO4JHM.png,the,100,178
383,bDRvc5AxqE.png,features,144,328
384,HJuMiPWvMo.png,Intro,114,259
385,O7qddOYvKn.png,uses,81,158
386,yvoOSFqQWo.png,expensive,105,406
387,9MEn5z7k84.png,Intro,109,199
388,FUmKc55j8O.png,data,93,219
389,U8iutbNdMI.png,...,62,601
390,JALRJI9mih.png,Module,94,258
391,oEbc8tc1Vr.png,about,102,223
392,aMisN3alyR.png,videos,110,232
393,9TfVgvkZnX.png,a,66,83
394,B6zwrsOkJV.png,in,105,182
395,905ZkoIPA7.png,better,108,275
396,Gd1fL4Kd3M.png,Low,103,150
397,2vISVyaHBM.png,very,154,182
398,21yt33vZfL.png,is,105,102
399,AczwD6H6E4.png,when,82,219
400,89EgXuEIoW.png,receives,112,280
401,Rry4mxAVR9.png,Simple,175,282
402,lpK3ZHSP52.png,Learning,127,287
403,s1HuSJRpWH.png,state,101,217
404,s6OaIvpEZO.png,state.,108,265
405,Xsn1lblHFm.png,we,63,134
406,YCwno4xXpE.png,it,80,139
407,DUdrpuu7i8.png,suggested,149,379
408,Bh3xS8HxXN.png,to,103,169
409,GqPFWpIMdS.png,of,133,122
410,BdF0ft7EJO.png,language.,130,441
411,cO7IumlFyP.png,data,95,204
412,XY1WC3lNCd.png,network?,102,376
413,NNltGrlwkg.png,to,114,119
414,AbbtkCuN4g.png,by,149,127
415,sBHkjcQOMB.png,a,80,63
416,BDOG6b22TB.png,how,109,175
417,6Ya0fdM0le.png,each,68,212
418,RrDeMEw2mg.png,allow,101,268
419,pnc0npICkZ.png,means,82,262
420,euREr19Uld.png,sequential,116,402
421,NMG9uDBoD9.png,and,85,154
422,aa0BjC4RzU.png,best,96,194
423,jS45R9WTNR.png,Learn,99,267
424,QJ6IHpoAXy.png,based,95,279
425,EI6rNj8GmJ.png,reconstruct,82,502
426,0h7ykWNmtw.png,layers,146,201
427,2NP0XlZKVY.png,used,90,229
428,Sn78j27af3.png,is,76,84
429,6n3ZOEWqEw.png,emperical,105,389
430,WWGo0KbfzB.png,Dimensionality,170,597
431,nqTmCODd64.png,datasets,107,325
432,IPSlmuo3XQ.png,images,127,294
433,WJSx1fqRQH.png,pleases.,152,280
434,Rgo2tNFDYl.png,dependent,102,411
435,DxGnISdGov.png,have,106,215
436,RE81BJ4BCC.png,parts,105,256
437,HZZAN6fm1m.png,gradient,133,428
438,cvTPEWNLnx.png,Memory,148,305
439,lvpDKw9r2V.png,...,66,163
440,biCamqOAu1.png,car,71,143
441,EiOILLKLne.png,is,94,111
442,1srnxYDaft.png,can,91,182
443,QXn5si55tU.png,learns,123,228
444,oFE8hpI8Hd.png,a,57,72
445,oLTDVOZSLg.png,gradient,133,373
446,kEV54oNv98.png,train,82,244
447,ENSRbnurL1.png,the,81,136
448,Cj9Yb3SaA4.png,Deals,77,225
449,sBtnqVNWjB.png,dog,121,136
450,4eEki1YvoZ.png,important,129,400
451,h7C8c6MSts.png,Term,114,213
452,GBWsAkqLsi.png,those,91,252
453,s7ZYxQvcAd.png,word,79,252
454,JK9nJe2Laq.png,a,58,79
455,VMRtTqfcgQ.png,ie.,78,119
456,VWNT7Q3Ksg.png,To Do:,100,258
457,dK8oJ7NIGB.png,puts,102,200
458,dT7hgRPuyn.png,make,129,230
459,MDxfWEgWJ8.png,on,83,114
460,gbb9ufvCsO.png,my,129,123
461,2mtAwUJucC.png,Minibatches,107,565
462,0FX4Hr3PkT.png,the,92,123
463,ic8wbr3Kam.png,correctness,116,356
464,JYMED59uHG.png,finds,133,200
465,w3Uhtrjy2K.png,to,97,146
466,TjNfpZRfIk.png,word,82,306
467,AU02Sh7fog.png,you,144,153
468,DbIwra3T05.png,set,84,125
469,Gv4zgf8mfL.png,specific,180,343
470,gSF2pT6ozP.png,get,113,126
471,dziqQbh45A.png,Networks:,89,347
472,Ijmnnc0a0f.png,Learn,93,254
473,4QtpkceOpK.png,and,79,168
474,wsnLDnbpHY.png,be,108,177
475,8Hp7xmjAdT.png,parts,87,187
476,gq2xMzD9m0.png,...,3,148
477,YvrMUw2rbZ.png,so,54,118
478,iwwGymMrnG.png,and,73,167
479,XIagXNqeV1.png,the,85,186
480,DYE2p7zTn0.png,for,131,150
481,5LZuy15EZH.png,chooses,107,307
482,WmgQGlk5uE.png,not,88,169
483,ZBid3xLAyb.png,the,91,170
484,JeQTcXjyHR.png,gate,117,189
485,lQb3ssyLYl.png,handles,89,257
486,nLoRRoRhZe.png,RNN,94,275
487,hk2CtluPbB.png,in,90,138
488,F00hyc2Kxz.png,used,69,195
489,mlGouhmyAO.png,to,75,88
490,BUEkLtJqTg.png,might,146,258
491,gpdaJFpxkc.png,and,85,152
492,K4ji16UYJW.png,it,81,106
493,1tOxxyGzzM.png,model,84,285
494,9bklfCC8ms.png,Hierachial,136,452
495,loghVepMd5.png,degree,128,269
496,yht1ivOS3l.png,time,85,199
497,Z3hdIeoEGd.png,model,91,271
498,gv1MyLqJlE.png,primitive,127,361
499,CWXg9NnB2i.png,in,72,112
500,M75ZjlWuZp.png,the,110,151
501,ke6UqT5JOy.png,features,138,353
502,22Mv4HTo5h.png,paper,78,269
503,MIqRMstRpd.png,true,96,185
504,RqvIsMz4gl.png,for,113,123
505,foUFmZVj9E.png,Learning,150,257
506,OfuVgROkTp.png,nouse,98,230
507,o72SiNOxJ1.png,moleskine,71,404
508,YBoXYg7cJF.png,for,143,172
509,rfq1LeMgwW.png,probability,153,543
510,yIthMmZVsu.png,desired,106,372
511,QWRnhYSolN.png,simple,104,261
512,rwZhoGBZNj.png,May,209,211
513,5Z5AGnjCW8.png,decide,87,286
514,Y8dfNnvnLi.png,make,94,206
515,IL6vvqEieH.png,Horizontal,132,426
516,kTG7OotzsN.png,paper,138,303
517,yuR1Iq4wSm.png,many,90,218
518,seJLkLILOT.png,becomes,101,307
519,3pzNeozOjd.png,using,138,213
520,eXv1qlfZrP.png,common,78,316
521,L6fAx3GJq8.png,of,131,85
522,mtrBRQ1uUp.png,CNN,94,271
523,aUk4tlxYtG.png,the,101,143
524,1xAKl3zadP.png,normalize,99,408
525,6By8QvUft8.png,human,108,307
526,tH78ODiAdp.png,this,94,174
527,Lk83usVMYK.png,types,107,239
528,LOYhuS11Ve.png,basis,104,198
529,4yuYgpZhA6.png,I,109,98
530,fJzJloZ3sa.png,a,56,86
531,9wWY6ihgn7.png,best,88,170
532,OpnfnyyItP.png,orientation,104,424
533,ZXMFC7JC80.png,Architecture,110,435
534,g4tLBsd7fF.png,to,90,106
535,e3IFPe7Iwe.png,over,75,168
536,IxWnUP2pZ1.png,for,130,203
537,b3MYK9Du35.png,sensitive,107,327
538,62ks0evWHC.png,Vertical,107,326
539,MsJqGmNztH.png,my,109,153
540,WdoGpExjSX.png,the,103,194
541,FHuRhc4fjC.png,the,101,167
542,rsoECT6jbr.png,for,126,179
543,SLBMAY0C2z.png,time,131,260
544,fBv5TrSRZp.png,building,143,340
545,C6eh2kugzZ.png,and,95,148
546,4mVAaH0feo.png,for,144,133
547,hVh4GONREV.png,Modeling,168,420
548,ueLFRx9PR4.png,be,95,143
549,8XGifv0gt0.png,will,101,209
550,OI3pN6fXom.png,This,95,180
551,GR6CwcFvIV.png,Solution,104,300
552,c22LIoRGF6.png,stacked,115,339
